player,runs_scored,balls_faced_total,fours,sixes,balls_faced_legal,matches_played,innings_batted,dismissals,not_outs,batting_average,strike_rate,boundary_runs,boundary_percentage,dot_balls_x,dot_ball_percentage_x,highest_score,fifties,hundreds,runs_conceded,balls_bowled_total,wickets,balls_bowled_legal,matches_bowled,innings_bowled,overs_bowled,bowling_average,bowling_strike_rate,economy_rate,maidens,dot_balls_y,dot_ball_percentage_y,fours_conceded,sixes_conceded,no_balls,wides,best_bowling_wickets,best_bowling_runs,catches,stumpings,run_outs,total_fielding,image_id,image_url
Shoaib Akhtar,2,8,0,0,7,1,1,1,0,2,28.57142857,0,0,5,71.42857143,2,0,0,54,46,5,42,3,3,7,10.8,8.4,7.714285714,0,23,54.76190476,6,2,0,4,4,0,0,0,0,0,320468,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320400/320468.png"
Shoaib Malik,52,49,5,0,47,5,5,4,1,13,110.6382979,20,38.46153846,14,29.78723404,24,0,0,87,58,2,52,5,5,8.4,43.5,26,10.03846154,0,15,28.84615385,7,3,0,6,1,0,6,0,0,6,320470,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320400/320470.png"
Shubman Gill,3216,2432,310,95,2370,99,99,83,16,38.74698795,135.6962025,1810,56.28109453,761,32.10970464,129,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,322697,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322697.png"
Sikandar Raza,182,143,12,8,136,9,9,7,2,26,133.8235294,96,52.74725275,52,38.23529412,57,1,0,146,88,3,85,7,7,14.1,48.66666667,28.33333333,10.30588235,0,21,24.70588235,15,4,0,3,1,0,5,0,0,5,316632,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316632.png"
Simarjeet Singh,7,8,0,0,8,3,3,1,2,7,87.5,0,0,3,37.5,3,0,0,265,193,10,181,10,10,30.1,26.5,18.1,8.784530387,0,82,45.3038674,25,12,0,12,3,0,3,0,0,3,,
Sohail Tanvir,36,31,3,1,29,5,5,3,2,12,124.137931,18,50,9,31.03448276,13,0,0,275,265,24,248,11,11,41.2,11.45833333,10.33333333,6.653225806,0,121,48.79032258,27,7,0,17,6,0,4,0,2,6,320472,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320400/320472.png"
Sonu Yadav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Subhransu Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Sumit Kumar,18,26,2,1,24,3,3,2,1,9,75,14,77.77777778,17,70.83333333,9,0,0,38,22,0,20,2,2,3.2,0,0,11.4,0,4,20,3,2,0,2,0,0,1,0,2,3,,
Sunny Gupta,0,1,0,0,1,1,1,1,0,0,0,0,0,1,100,0,0,0,47,19,0,18,1,1,3,0,0,15.66666667,0,0,0,4,3,0,1,0,0,0,0,0,0,,
Sunny Singh,43,31,6,1,31,5,5,4,1,10.75,138.7096774,30,69.76744186,12,38.70967742,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
Suyash Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,264,11,259,13,13,43.1,34.63636364,23.54545455,8.826254826,0,85,32.81853282,27,20,0,5,3,0,1,0,0,1,,
Swapnil Singh,51,46,3,3,45,9,9,5,4,10.2,113.3333333,30,58.82352941,20,44.44444444,15,0,0,241,165,7,163,14,14,27.1,34.42857143,23.28571429,8.871165644,0,39,23.92638037,14,12,0,2,2,0,2,0,1,3,,
T Banton,18,22,1,1,20,2,2,2,0,9,90,10,55.55555556,11,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323099,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323099.png"
T Henderson,11,16,0,1,16,2,2,1,1,11,68.75,6,54.54545455,11,68.75,11,0,0,41,36,1,36,2,2,6,41,36,6.833333333,0,14,38.88888889,5,0,0,0,1,0,0,0,0,0,,
T Kohler-Cadmore,48,54,7,1,54,3,3,3,0,16,88.88888889,34,70.83333333,33,61.11111111,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,325917,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/325900/325917.png"
T Kohli,11,20,0,1,19,3,3,3,0,3.666666667,57.89473684,6,54.54545455,13,68.42105263,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,
T Mishra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,321391,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321300/321391.png"
T Natarajan,3,5,0,0,5,2,2,0,2,0,60,0,0,2,40,3,0,0,2001,1401,76,1338,61,61,223,26.32894737,17.60526316,8.97309417,2,418,31.2406577,179,75,0,63,4,0,8,0,3,11,322699,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322699.png"
T Shamsi,2,4,0,0,4,1,1,0,1,0,50,0,0,2,50,2,0,0,185,120,3,120,5,5,20,61.66666667,40,9.25,0,28,23.33333333,14,8,0,0,1,0,0,0,0,0,322068,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322068.png"
T Stubbs,405,239,26,26,233,17,17,9,8,45,173.8197425,260,64.19753086,58,24.89270386,71,3,0,29,25,4,24,3,3,4,7.25,6,7.25,0,9,37.5,2,1,0,1,2,1,7,0,1,8,348577,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/348500/348577.png"
T Taibu,31,26,3,0,26,3,3,3,0,10.33333333,119.2307692,12,38.70967742,9,34.61538462,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
T Thushara,12,19,0,0,18,4,4,2,2,6,66.66666667,0,0,9,50,8,0,0,164,144,10,137,6,6,22.5,16.4,13.7,7.182481752,0,57,41.60583942,15,4,0,7,4,1,3,0,0,3,322960,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322900/322960.png"
TA Boult,83,82,5,3,78,22,22,7,15,11.85714286,106.4102564,38,45.78313253,34,43.58974359,17,0,0,3286,2428,128,2343,103,103,390.3,25.671875,18.3046875,8.414852753,9,986,42.08279983,380,104,0,85,4,0,31,0,3,34,383185,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383185.png"
TD Paine,10,29,0,0,26,2,2,2,0,5,38.46153846,0,0,16,61.53846154,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319715,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319715.png"
TG Southee,120,108,8,4,107,19,19,11,8,10.90909091,112.1495327,56,46.66666667,46,42.99065421,36,0,0,1774,1262,57,1210,54,54,201.4,31.12280702,21.22807018,8.796694215,1,447,36.94214876,175,62,0,52,5,2,21,0,2,23,383184,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383184.png"
TH David,659,417,38,46,387,35,35,22,13,29.95454545,170.2842377,428,64.94688923,110,28.42377261,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,23,340305,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/340300/340305.png"
TK Curran,127,108,10,3,107,10,10,5,5,25.4,118.6915888,58,45.66929134,36,33.64485981,54,1,0,432,252,13,241,13,13,40.1,33.23076923,18.53846154,10.75518672,0,57,23.65145228,33,23,0,11,3,0,2,0,0,2,323112,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323112.png"
TL Seifert,26,26,4,0,23,3,3,3,0,8.666666667,113.0434783,16,61.53846154,12,52.17391304,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,321313,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321300/321313.png"
TL Suman,676,587,55,26,575,39,39,30,9,22.53333333,117.5652174,376,55.62130178,243,42.26086957,78,2,0,198,152,7,152,11,11,25.2,28.28571429,21.71428571,7.815789474,0,43,28.28947368,8,10,0,0,2,0,10,0,5,15,,
TM Dilshan,1153,1047,140,24,1007,50,50,40,10,28.825,114.4985104,704,61.05810928,452,44.8857994,76,9,0,368,275,5,271,25,25,45.1,73.6,54.2,8.147601476,0,79,29.15129151,27,15,0,4,1,0,21,0,3,24,386416,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/386400/386416.png"
TM Head,772,458,76,40,444,25,25,20,5,38.6,173.8738739,544,70.46632124,132,29.72972973,102,5,1,113,58,3,58,6,6,9.4,37.66666667,19.33333333,11.68965517,1,9,15.51724138,6,8,0,0,2,0,3,0,0,3,321584,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321584.png"
TM Srivastava,8,11,0,0,11,3,3,1,2,8,72.72727273,0,0,5,45.45454545,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,,
TP Sudhindra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,74,1,71,3,3,11.5,137,71,11.57746479,0,18,25.35211268,9,9,0,3,1,0,0,0,0,0,,
TR Birt,75,59,9,2,58,5,5,5,0,15,129.3103448,48,64,26,44.82758621,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TS Mills,8,14,0,1,14,5,5,4,1,2,57.14285714,6,75,11,78.57142857,6,0,0,349,218,11,209,10,10,34.5,31.72727273,19,10.01913876,0,69,33.01435407,37,14,0,9,3,0,1,0,0,1,323104,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323100/323104.png"
TU Deshpande,21,15,2,1,14,4,4,1,3,21,150,14,66.66666667,5,35.71428571,20,0,0,1275,831,46,780,36,36,130,27.7173913,16.95652174,9.807692308,0,284,36.41025641,123,56,0,51,4,0,6,0,0,6,,
Tanay Thyagarajan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,
Tanush Kotian,24,32,3,0,31,1,1,1,0,24,77.41935484,12,50,17,54.83870968,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Tejas Baroka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,0,21,1,1,3.3,0,0,9.428571429,0,6,28.57142857,2,2,0,0,0,0,0,0,0,0,,
Tilak Varma,1156,830,90,58,790,38,38,28,10,41.28571429,146.3291139,708,61.24567474,249,31.51898734,84,6,0,28,23,0,22,4,4,3.4,0,0,7.636363636,0,8,36.36363636,4,0,0,1,0,0,23,0,1,24,381391,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/381300/381391.png"
U Kaul,0,1,0,0,1,1,1,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,,
UA Birla,7,15,1,0,14,1,1,1,0,7,50,4,57.14285714,10,71.42857143,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
UBT Chand,300,314,32,9,300,20,20,20,0,15,100,182,60.66666667,156,52,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,,
UT Khawaja,127,105,14,3,100,6,6,5,1,25.4,127,74,58.26771654,38,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,319716,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319716.png"
UT Yadav,208,211,16,9,201,48,48,20,28,10.4,103.4825871,118,56.73076923,96,47.76119403,24,0,0,4442,3190,163,3080,147,147,513.2,27.25153374,18.89570552,8.653246753,5,1186,38.50649351,473,151,0,110,4,0,36,0,4,40,316667,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316667.png"
Umar Gul,39,19,1,5,19,4,4,3,1,13,205.2631579,34,87.17948718,8,42.10526316,24,0,0,198,153,14,141,6,6,23.3,14.14285714,10.07142857,8.425531915,1,51,36.17021277,17,5,0,12,4,0,0,0,1,1,320473,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320400/320473.png"
Umran Malik,23,16,1,2,16,5,5,1,4,23,143.75,16,69.56521739,8,50,19,0,0,785,519,31,497,26,26,82.5,25.32258065,16.03225806,9.476861167,1,205,41.24748491,93,29,0,22,5,0,4,0,1,5,343263,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/343200/343263.png"
V Kaverappa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,2,24,1,1,4,18,12,9,0,11,45.83333333,2,3,0,0,2,0,0,0,0,0,381371,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/381300/381371.png"
V Kohli,8014,6236,708,273,6069,244,244,205,39,39.09268293,132.0481134,4470,55.77738957,2031,33.46515077,113,56,8,371,264,5,257,26,26,42.5,74.2,51.4,8.661478599,0,52,20.23346304,25,11,0,7,2,0,114,0,17,131,316605,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316605.png"
V Pratap Singh,0,1,0,0,1,1,1,1,0,0,0,0,0,1,100,0,0,0,300,211,12,204,9,9,34,25,17,8.823529412,0,71,34.80392157,31,10,0,7,3,0,0,0,0,0,,
V Sehwag,2728,1833,334,106,1755,104,104,95,9,28.71578947,155.4415954,1972,72.28739003,659,37.54985755,122,16,2,236,138,6,137,15,15,22.5,39.33333333,22.83333333,10.33576642,0,44,32.11678832,19,16,0,1,2,0,34,0,8,42,319953,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319953.png"
V Shankar,1115,890,80,45,859,58,58,43,15,25.93023256,129.8020955,590,52.91479821,281,32.71245634,63,6,0,344,258,12,243,22,22,40.3,28.66666667,20.25,8.49382716,0,80,32.9218107,29,12,0,15,2,0,33,0,3,36,322613,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322613.png"
V Viyaskanth,7,5,0,0,5,1,1,0,1,0,140,0,0,0,0,7,0,0,90,60,1,60,3,3,10,90,60,9,0,16,26.66666667,4,6,0,0,1,0,2,0,0,2,388153,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/388100/388153.png"
VG Arora,9,17,0,0,16,7,7,2,5,4.5,56.25,0,0,8,50,2,0,0,598,418,20,393,20,20,65.3,29.9,19.65,9.129770992,0,144,36.64122137,66,19,0,25,3,0,5,0,0,5,,
VH Zol,29,26,3,1,26,2,2,2,0,14.5,111.5384615,18,62.06896552,13,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
VR Aaron,50,73,2,2,72,12,12,4,8,12.5,69.44444444,20,40,42,58.33333333,17,0,0,1527,1065,46,1002,50,50,167,33.19565217,21.7826087,9.143712575,1,387,38.62275449,159,52,0,63,3,0,3,0,1,4,322609,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322609.png"
VR Iyer,1326,1000,121,61,967,49,49,42,7,31.57142857,137.1251293,850,64.1025641,372,38.46949328,104,11,1,145,84,3,82,9,9,13.4,48.33333333,27.33333333,10.6097561,0,15,18.29268293,12,7,0,2,2,0,18,0,2,20,337187,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/337100/337187.png"
VRV Singh,4,3,1,0,3,2,2,1,1,4,133.3333333,4,100,2,66.66666667,4,0,0,549,371,16,364,18,18,60.4,34.3125,22.75,9.049450549,0,114,31.31868132,58,16,0,7,3,0,3,0,0,3,,
VS Malik,7,7,1,0,7,2,2,1,1,7,100,4,57.14285714,3,42.85714286,6,0,0,268,212,6,207,13,13,34.3,44.66666667,34.5,7.768115942,0,84,40.57971014,30,6,0,5,2,0,2,0,0,2,,
VS Yeligati,2,2,0,0,2,1,1,1,0,2,100,0,0,1,50,2,0,0,61,32,0,30,2,2,5,0,0,12.2,0,6,20,7,2,0,2,0,0,0,0,0,0,,
VVS Laxman,282,271,33,5,267,20,20,16,4,17.625,105.6179775,162,57.44680851,119,44.56928839,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,372771,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/372700/372771.png"
VY Mahesh,15,28,0,0,27,5,5,2,3,7.5,55.55555556,0,0,14,51.85185185,6,0,0,511,359,22,346,17,17,57.4,23.22727273,15.72727273,8.861271676,0,120,34.68208092,47,20,0,13,5,1,6,0,0,6,,
Vijaykumar Vyshak,14,13,0,1,12,4,4,2,2,7,116.6666667,6,42.85714286,4,33.33333333,13,0,0,396,243,17,232,11,11,38.4,23.29411765,13.64705882,10.24137931,1,63,27.15517241,32,21,0,11,4,0,4,0,0,4,,
Virat Singh,15,26,1,0,26,2,2,2,0,7.5,57.69230769,4,26.66666667,14,53.84615385,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
Vishnu Vinod,56,58,3,3,57,6,6,6,0,9.333333333,98.24561404,30,53.57142857,26,45.61403509,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,359774,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/359700/359774.png"
Vivrant Sharma,69,49,9,2,47,1,1,1,0,69,146.8085106,48,69.56521739,16,34.04255319,69,1,0,37,21,0,19,2,2,3.1,0,0,11.68421053,0,5,26.31578947,1,3,0,2,0,0,0,0,0,0,,
W Jaffer,130,129,14,3,121,8,8,7,1,18.57142857,107.4380165,74,56.92307692,56,46.28099174,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,,
WA Mota,56,76,2,0,75,8,8,5,3,11.2,74.66666667,8,14.28571429,29,38.66666667,25,0,0,98,75,4,73,7,7,12.1,24.5,18.25,8.054794521,0,24,32.87671233,4,5,0,2,1,0,5,0,0,5,,
WD Parnell,65,86,4,1,80,13,13,10,3,6.5,81.25,22,33.84615385,37,46.25,16,0,0,968,758,40,729,33,33,121.3,24.2,18.225,7.967078189,1,296,40.60356653,102,24,0,29,4,1,10,0,1,11,316608,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316608.png"
WG Jacks,230,133,16,18,131,8,8,6,2,38.33333333,175.5725191,172,74.7826087,46,35.11450382,100,1,1,100,55,2,54,5,5,9,50,27,11.11111111,0,11,20.37037037,6,7,0,1,1,0,3,0,0,3,383155,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383155.png"
WP Saha,2934,2368,296,87,2300,143,143,118,25,24.86440678,127.5652174,1706,58.14587594,867,37.69565217,115,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,26,12,131,323033,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323033.png"
WPUJC Vaas,81,73,2,3,73,11,11,7,4,11.57142857,110.9589041,26,32.09876543,24,32.87671233,20,0,0,364,288,22,284,13,13,47.2,16.54545455,12.90909091,7.690140845,1,128,45.07042254,40,13,0,4,3,0,0,0,1,1,,
Washington Sundar,378,341,32,9,325,38,38,26,12,14.53846154,116.3076923,182,48.14814815,119,36.61538462,40,0,0,1335,1064,39,1056,58,58,176,34.23076923,27.07692308,7.585227273,1,356,33.71212121,90,58,0,8,3,0,11,0,0,11,322619,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322619.png"
X Thalaivan Sargunam,10,17,0,0,17,1,1,1,0,10,58.82352941,0,0,9,52.94117647,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Y Gnaneswara Rao,19,18,3,0,17,1,1,1,0,19,111.7647059,12,63.15789474,8,47.05882353,19,0,0,7,6,0,6,1,1,1,0,0,7,0,3,50,1,0,0,0,0,0,2,0,0,2,,
Y Nagar,285,271,20,9,259,20,20,14,6,20.35714286,110.03861,134,47.01754386,101,38.996139,44,0,0,125,72,4,70,8,8,11.4,31.25,17.5,10.71428571,0,16,22.85714286,11,6,0,2,2,0,7,0,4,11,,
Y Prithvi Raj,0,1,0,0,1,1,1,0,1,0,0,0,0,1,100,0,0,0,57,33,1,30,2,2,5,57,30,11.4,0,8,26.66666667,6,2,0,3,1,0,0,0,0,0,,
Y Venugopal Rao,985,865,77,37,836,52,52,42,10,23.45238095,117.8229665,530,53.8071066,326,38.99521531,71,3,0,338,222,7,216,20,20,36,48.28571429,30.85714286,9.388888889,0,59,27.31481481,30,13,0,6,2,0,13,0,1,14,,
YA Abdulla,0,1,0,0,1,1,1,0,1,0,0,0,0,1,100,0,0,0,311,222,15,210,11,11,35,20.73333333,14,8.885714286,1,88,41.9047619,32,13,0,12,4,0,0,0,0,0,,
YBK Jaiswal,1607,1095,199,64,1067,52,52,49,3,32.79591837,150.6091846,1180,73.42874922,431,40.39362699,124,9,2,6,1,0,1,1,1,0.1,0,0,36,0,0,0,0,1,0,0,0,0,18,0,2,20,340309,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/340300/340309.png"
YK Pathan,3222,2334,263,161,2245,153,153,105,48,30.68571429,143.518931,2018,62.63190565,783,34.87750557,100,14,1,1443,1184,46,1147,82,82,191.1,31.36956522,24.93478261,7.548387097,1,393,34.26329555,99,57,0,37,3,0,41,0,9,50,322695,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322695.png"
YS Chahal,37,89,0,0,86,17,17,6,11,6.166666667,43.02325581,0,0,54,62.79069767,8,0,0,4681,3628,213,3530,159,159,588.2,21.97652582,16.57276995,7.956373938,4,1194,33.82436261,275,224,0,98,5,0,26,0,3,29,319955,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319955.png"
YV Dhull,16,23,1,0,23,3,3,3,0,5.333333333,69.56521739,4,25,10,43.47826087,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,339162,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339162.png"
YV Takawale,192,183,26,3,178,10,10,8,2,24,107.8651685,122,63.54166667,95,53.37078652,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,21,,
Yash Dayal,0,1,0,0,1,1,1,1,0,0,0,0,0,1,100,0,0,0,933,615,31,583,28,28,97.1,30.09677419,18.80645161,9.602058319,1,216,37.04974271,96,38,0,32,4,0,5,0,1,6,,
Yash Thakur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,432,27,407,19,19,67.5,26,15.07407407,10.34889435,0,128,31.44963145,56,39,0,25,5,0,2,0,1,3,,
Yashpal Singh,47,67,5,0,66,4,4,4,0,11.75,71.21212121,20,42.55319149,38,57.57575758,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,,
Younis Khan,3,7,0,0,7,1,1,1,0,3,42.85714286,0,0,4,57.14285714,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,316512,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316512.png"
Yudhvir Singh,22,16,1,2,16,4,4,4,0,5.5,137.5,16,72.72727273,8,50,14,0,0,125,74,4,72,5,5,12,31.25,18,10.41666667,0,28,38.88888889,14,5,0,2,2,0,0,0,0,0,,
Yuvraj Singh,2754,2207,218,149,2122,126,126,107,19,25.73831776,129.7832234,1766,64.12490922,892,42.03581527,83,13,0,1091,882,39,870,73,73,145,27.97435897,22.30769231,7.524137931,0,258,29.65517241,59,41,0,12,4,0,29,0,8,37,,
Z Khan,117,141,11,2,141,27,27,14,13,8.357142857,82.9787234,56,47.86324786,74,52.4822695,23,0,0,2860,2276,119,2202,99,99,367,24.03361345,18.50420168,7.792915531,5,873,39.64577657,312,64,0,74,4,0,20,0,4,24,319956,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319956.png"
